window,extra_2,unique_users
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2915808.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2569430.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2848287.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2755231.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2677386.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2959301.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2389108.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2452797.,24
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2991007.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2958063.,24
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2706876.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2974899.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2549805.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2265248.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2428685.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2807392.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2418707.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2717540.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2092567.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2221421.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2304709.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2051693.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2987220.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2124219.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2546375.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2613317.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2870559.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2656705.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2710384.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2114917.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2959817.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2656988.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2596734.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2454528.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2576039.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2672450.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2003163.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2830142.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2491232.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2486934.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2563026.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2456583.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2486562.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2953502.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2644990.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2657551.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2696088.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2148227.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2702827.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2039222.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2521310.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2406889.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2318413.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2874109.,25
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2780473.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2403026.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2243085.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2048651.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2398981.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2917507.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2688967.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2699002.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2024301.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2345371.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2643519.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2879680.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2648992.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2000362.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2722375.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2579703.,24
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2158393.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2662442.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2485011.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2469043.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2031817.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2494043.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2771369.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2118403.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2264372.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2436807.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2866638.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2467370.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2110081.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2415647.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2054903.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2298209.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2501346.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2684034.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2034371.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2943539.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2613564.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2096384.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2872770.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2435308.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2648142.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2887783.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2464140.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2629298.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2818969.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2719712.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2421980.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2371623.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2503159.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2361231.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2529501.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2167032.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2456217.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2463260.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2598691.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2073166.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2762494.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2686674.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2045584.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2154749.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2599485.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2907597.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2717924.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2824916.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2680532.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2622906.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2741694.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2451246.,26
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2444074.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2601764.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2837147.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2509500.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2028003.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2983403.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2177131.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2883603.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2867144.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2664054.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2150173.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2254560.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2959975.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2716231.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2938188.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2405806.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2668431.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2037629.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2138176.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2667739.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2614354.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2724487.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2443764.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2389760.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2501504.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2286923.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2840294.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2342852.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2101408.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2058271.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2961699.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2733974.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2635288.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2056936.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2338304.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2715192.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2155295.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2629380.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2012597.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2362132.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2828169.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2644525.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2804602.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2855068.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2860755.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2448870.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2229167.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2343105.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2192543.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2618728.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2055154.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2376167.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2011094.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2699324.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2148105.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2898830.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2283090.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2230217.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2495701.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2788594.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2186476.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2164580.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2153233.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2699338.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2810691.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2354679.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2097084.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2501384.,23
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2368711.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2853956.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2461449.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2297638.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2534222.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2582767.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2332355.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2952742.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2219513.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2290716.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2824843.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2489545.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2110511.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2226439.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2839922.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2178046.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2778749.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2049755.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2699848.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2653534.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2900099.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2462438.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2176913.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2877454.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2498901.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2128332.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2711428.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2031895.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2659592.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2695004.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2764229.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2158005.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2728164.,15
